  8450.44964  13.9840393  4.22048426
  8451.34892  1.72103882  4.98098803
  8452.2482 -0.631286621  5.75671291
  8453.14748 -4.07333374  4.96181059
  8454.04676  2.1026001  3.95768023
  8454.94604  12.4419861  3.88598752
  8455.84532  11.3113403  3.79463601
  8456.7446  17.8335571  3.77703094
  8457.64388  23.5379333  3.80601454
  8458.54317  20.9394531  3.80785561
  8459.44245  22.7276001  3.8235898
  8460.34173  7.74969482  3.8339591
  8461.24101  8.47854614  3.89654684
  8462.14029  7.07672119  3.92731142
  8463.03957  14.4019165  4.03539944
  8463.93885  17.3895874  4.83305883
  8464.83813  33.6242676  7.48003387
  8465.73741  47.8466492  8.1500349
  8466.63669  22.104126  5.54442072
  8467.53597  12.3608704  4.09826851
  8468.43525  13.3287964  3.91839337
  8469.33453  10.8265991  3.89224386
  8470.23381  9.82452393  3.90284538
  8471.13309  22.5613708  3.95185184
  8472.03237  8.76559448  3.89622068
  8472.93165  7.62261963  3.91501474
  8473.83094  9.00115967  4.01831913
  8474.73022  6.73739624  4.10789061
  8475.6295  3.50259399  4.01503658
  8476.52878 -3.86483765  3.90228367
  8477.42806 -9.71221924  3.85277033
  8478.32734 -1.74249268  3.84473968
  8479.22662 -3.3755188  3.80403113
  8480.1259 -4.14172363  3.7899127
  8481.02518 -3.10058594  3.77695704
  8481.92446 -2.92758179  3.78960037
  8482.82374 -5.01055908  3.74527025
  8483.72302 -9.05938721  3.69180679
  8484.6223  6.03689575  3.77321458
  8485.52158  106.296661  4.1019311
  8486.42086  215.911346  4.42159367
  8487.32014  274.924438  4.58935356
  8488.21942  320.88913  4.7164135
  8489.11871  320.521667  4.90267658
  8490.01799  282.000275  4.70144939
  8490.91727  238.233185  4.50649834
  8491.81655  204.128418  4.53368664
  8492.71583  193.336884  5.26182222
  8493.61511  179.97583  5.68948603
  8494.51439  173.393585  5.07240057
  8495.41367  165.998383  4.53248882
  8496.31295  146.508698  4.41578627
  8497.21223  127.855255  4.39039803
  8498.11151  126.005035  4.34151125
  8499.01079  126.412842  4.32625961
  8499.91007  133.356598  4.37819242
  8500.80935  158.240906  4.47774982
  8501.70863  175.419891  4.52409935
  8502.60791  190.09726  4.56971359
  8503.50719  231.237183  5.15060091
  8504.40647  273.368988  6.57643366
  8505.30576  305.011963  6.65374136
  8506.20504  407.342041  5.564291
  8507.10432  479.370148  5.21079302
  8508.0036  433.549103  5.05653238
  8508.90288  332.324005  4.78351784
  8509.80216  225.94931  4.48358917
  8510.70144  133.128021  4.25609541
  8511.60072  61.4860229  4.07539463
  8512.5  23.3066101  3.93530202
  8513.39928  20.7555237  3.93818307
  8514.29856  16.9620972  3.94083118
  8515.19784  3.95550537  3.86616588
  8516.09712  8.82592773  3.89380407
  8516.9964  13.6262817  3.92434025
  8517.89568  7.10488892  3.89974689
  8518.79496  8.76278687  3.8994422
  8519.69424  5.33691406  3.93030477
  8520.59353  10.9689636  3.9943018
  8521.49281 -0.218505859  3.91220331
  8522.39209 -0.327178955  3.85175347
  8523.29137 -9.54064941  3.79007268
  8524.19065 -1.27554321  3.79581118
  8525.08993 -9.42715454  3.74194527
  8525.98921 -3.63150024  3.72968936
  8526.88849 -2.30212402  3.98310804
  8527.78777  14.0154724  3.71736193
  8528.68705  42.5146484  3.79279017
  8529.58633  171.842926  4.26638746
  8530.48561  350.114868  4.83584404
  8531.38489  437.755737  5.15293217
  8532.28417  494.480652  5.39113283
  8533.18345  490.845642  5.42912531
  8534.08273  419.060455  5.24675512
  8534.98201  338.678345  5.02503824
  8535.88129  297.409485  4.90121984
  8536.78058  261.320007  4.80268669
  8537.67986  235.932098  4.97888947
  8538.57914  212.502441  5.21087933
  8539.47842  187.968567  4.89901018
  8540.3777  180.280823  4.40726995
  8541.27698  161.663971  4.2304635
  8542.17626  164.404541  4.20901871
  8543.07554  170.138824  4.19779682
  8543.97482  181.239319  4.23554182
  8544.8741  214.236206  4.34354544
  8545.77338  241.420105  4.44285345
  8546.67266  272.825195  4.5734725
  8547.57194  311.559418  5.0486846
  8548.47122  363.18927  5.83518791
  8549.3705  458.85437  6.0283823
  8550.26978  586.792969  5.82365227
  8551.16906  690.35199  5.94796515
  8552.06835  618.998901  5.77663755
  8552.96763  445.695282  5.33389521
  8553.86691  294.58725  4.8923254
  8554.76619  147.724365  4.39472818
  8555.66547  58.9160156  4.05511999
  8556.56475  23.8568726  3.88588476
