 -942.465085  5.81832886  4.2979126
 -910.565684  6.20840454  4.44272232
 -878.662878 -6.33773804  4.21501637
 -846.756667  0.45098877  3.89313745
 -814.84705  4.57751465  3.93177009
 -782.934027  1.15386963  4.08457375
 -751.017598  1.29074097  3.93638611
 -719.097762  5.05230713  3.88409925
 -687.174519  2.51187134  3.79344606
 -655.247868  5.97488403  3.62409925
 -623.31781 -3.01327515  3.52233696
 -591.384343  1.51690674  3.52782726
 -559.447468  8.62811279  3.85086417
 -527.507183  6.62536621  4.02156401
 -495.56349  8.31286621  3.82370806
 -463.616386  47.9465942  4.0953002
 -431.665873  178.413422  4.96893883
 -399.711949  304.439667  5.53180504
 -367.754615  378.880249  5.68427324
 -335.793869  406.326569  5.35252714
 -303.829712  386.915955  5.37691832
 -271.862143  310.407532  5.67654991
 -239.891161  264.700958  5.81941175
 -207.916768  233.219513  5.58062267
 -175.938961  221.612762  4.94386005
 -143.957741  194.792633  4.78581476
 -111.973107  180.101929  5.2913537
 -79.9850587  161.368896  5.47444391
 -47.9935964  143.181824  5.29899073
 -15.9987192  140.365112  4.67116261
  15.9995731  141.847107  4.31134224
  48.0012809  150.118439  4.82386208
  80.0064045  153.224579  5.25238228
  112.014944  174.75415  5.32164431
  144.026901  186.822876  4.90577936
  176.042275  225.709625  4.47288513
  208.061065  273.550049  4.68648481
  240.083274  309.491394  5.20281076
  272.1089  400.741943  5.64778185
  304.137946  514.006104  5.79609108
  336.170409  515.114136  5.3450613
  368.206292  406.998444  4.8490181
  400.245595  276.842102  4.68700218
  432.288317  172.448944  4.67630005
  464.33446  92.4988708  4.60205173
  496.384023  43.716095  4.34517384
  528.437008  21.7030945  3.83984208
  560.493413  21.1617432  3.72369957
  592.553241  19.539093  3.91157937
  624.61649  21.7071533  4.16706371
  656.683162  13.412262  4.24670315
  688.753256  6.97692871  4.04693222
  720.826774  0.0935974121  3.6816783
  752.903716  2.92593384  3.58241987
  784.984081  2.41592407  3.61959672
  817.067871  2.99649048  3.751508
  849.155085 -4.61404419  3.77094293
  881.245724  1.57962036  3.68649626
  913.339789  6.88156128  3.51598144
  945.437279  9.08917236  3.46206069
